書名,著者名,出版社,請求記号,ISBN,紀伊國屋
Nate the Great and the Phony Clue,MarjorieWeinmanSharmat,Yearling,Y837-ｼ ,9780440463009,https://www.kinokuniya.co.jp/f/dsg-02-9780440463009
Nate the Great,MarjorieWeinmanSharmat,Yearling,Y837-ｼ ,9780440461265,https://www.kinokuniya.co.jp/f/dsg-02-9780440461265
Nate the Great and the Tardy Tortoise,MarjorieWeinmanSharmat、CraigSharmat,Yearling,Y837-ｼ ,9780440412694,https://www.kinokuniya.co.jp/f/dsg-02-9780440412694
Nate the Great Stalks Stupidweed,MarjorieWeinmanSharmat,Yearling,Y837-ｼ ,0440401506,https://www.kinokuniya.co.jp/f/dsg-02-0440401506
君の名は。 ー バイリンガル版,新海誠∥原作、琴音らんまる∥漫画TaylorEngel∥英語訳kazuma∥英文解説,KADOKAWA,Y837-ｼ 01,9784046022776,https://www.kinokuniya.co.jp/f/dsg-01-9784046022776
君の名は。 ー バイリンガル版,新海誠∥原作、琴音らんまる∥漫画TaylorEngel∥英語訳kazuma∥英文解説,KADOKAWA,Y837-ｼ 02,9784046024541,https://www.kinokuniya.co.jp/f/dsg-01-9784046024541
君の名は。 ー バイリンガル版,新海誠∥原作、琴音らんまる∥漫画TaylorEngel∥英語訳kazuma∥英文解説,KADOKAWA,Y837-ｼ 03,9784046024565,https://www.kinokuniya.co.jp/f/dsg-01-9784046024565
Big Hair Day,MargaretJohnson,Cambridge University Press,Y837-ｼﾞ Level S,9780521183659,https://www.kinokuniya.co.jp/f/dsg-02-9780521183659
Ski Race,EleanorJupp,Macmillan,Y837-ｼﾞ ,9780230035881,https://www.kinokuniya.co.jp/f/dsg-02-9780230035881
SHERLOCKピンク色の研究 ー バイリンガル版,Jay．∥漫画、スティーヴン・モファット∥脚本マーク・ゲイティス∥脚本,KADOKAWA,Y837-ｼﾞ ,9784046011183,https://www.kinokuniya.co.jp/f/dsg-01-9784046011183
Next Door to Love,MargaretJohnson,Cambridge University Press,Y837-ｼﾞ Level1,9780521605625,https://www.kinokuniya.co.jp/f/dsg-02-9780521605625
The Last Photo,BernardSmith,Pearson Education,Y837-ｽ ,9781405869591,https://www.kinokuniya.co.jp/f/dsg-02-9781405869591
The White Oryx,BernardSmith,Pearson Education,Y837-ｽ ,9781405876728,https://www.kinokuniya.co.jp/f/dsg-02-9781405876728
Tom Cruise,RodSmith,Pearson Education,Y837-ｽ ,9781405882781,https://www.kinokuniya.co.jp/f/dsg-02-9781405882781
In The Flame,PollySweetnam,Macmillan,Y837-ｽ ,9780230035805,https://www.kinokuniya.co.jp/f/dsg-02-9780230035805
Photo Finish,PollySweetnam,Macmillan,Y837-ｽ ,9780230035850,https://www.kinokuniya.co.jp/f/dsg-02-9780230035850
Shooting Stars,PollySweetnam,Macmillan,Y837-ｽ ,9780230035874,https://www.kinokuniya.co.jp/f/dsg-02-9780230035874
Gulliver’s Travels in Lilliput,JonathanSwiftRowelBoydFriersillustration,Macmillan,Y837-ｽ ,9780230026766,https://www.kinokuniya.co.jp/f/dsg-02-9780230026766
A New Zealand Adventure,JanThorburn,Pearson Education,Y837-ｿ ,9781405882774,https://www.kinokuniya.co.jp/f/dsg-02-9781405882774
"Group/Guided Reading Notes Stage 1⁺ ー Biff, Chip and Kipper Stories","Lucy,Tritton、Alex,Brychta",Oxford University Press,Y837-ﾄ First sentences,9780198480693,https://www.kinokuniya.co.jp/f/dsg-02-9780198480693
"Group Guided Reading Notes ー Biff, Chip and Kipper stories","Lucy,Tritton",Oxford University Press,Y837-ﾄ Stage 5,9780198482765,https://www.kinokuniya.co.jp/f/dsg-02-9780198482765
"Oxford reading tree stage 6 ー Biff, Chip and Kipper stories","Lucy,Tritton、Alex,Brychta",Oxford University Press,Y837-ﾄ Stage 6,9780198482857,https://www.kinokuniya.co.jp/f/dsg-02-9780198482857
"Oxford reading tree stage 7 ー Biff, Chip and Kipper stories","Lucy,Tritton、Liz,Miles",Oxford University Press,Y837-ﾄ Stage 7,9780198483120,https://www.kinokuniya.co.jp/f/dsg-02-9780198483120
12 Years a Slave,SolomonNorthup,,Y837-ﾉ ,9781481916783,https://www.kinokuniya.co.jp/f/dsg-02-9781481916783
Deserts,JanetHardyーGould,Oxford University Press,Y837-ﾊ ,9780194236270,https://www.kinokuniya.co.jp/f/dsg-02-9780194236270
San Francisco,JanetHardyーGould,Oxford University Press,Y837-ﾊ ,9780194794374,https://www.kinokuniya.co.jp/f/dsg-02-9780194794374
"Oxford reading tree stage 1+ ー Biff, Chip and Kipper stories","Gill,Howell",Oxford University Press,Y837-ﾊ First Sentences C,9780198480969,https://www.kinokuniya.co.jp/f/dsg-02-9780198480969
The Well,ClareHarris,Macmillan,Y837-ﾊ ,9780230035904,https://www.kinokuniya.co.jp/f/dsg-02-9780230035904
The Umbrella,ClareHarris,Macmillan,Y837-ﾊ ,9780230035898,https://www.kinokuniya.co.jp/f/dsg-02-9780230035898
Hide and seek,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480631,https://www.kinokuniya.co.jp/f/dsg-02-9780198480631
Look at me,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480662,https://www.kinokuniya.co.jp/f/dsg-02-9780198480662
Go away， Floppy,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480679,https://www.kinokuniya.co.jp/f/dsg-02-9780198480679
Reds and blues,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480648,https://www.kinokuniya.co.jp/f/dsg-02-9780198480648
Big feet,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480655,https://www.kinokuniya.co.jp/f/dsg-02-9780198480655
Kipper’s diary,writtenbyRoderickHunt、illustratedbyAlexBrychtaandDylanBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480686,https://www.kinokuniya.co.jp/f/dsg-02-9780198480686
The sandcastle,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480815,https://www.kinokuniya.co.jp/f/dsg-02-9780198480815
Floppy’s bone,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480822,https://www.kinokuniya.co.jp/f/dsg-02-9780198480822
The box of treasure,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480839,https://www.kinokuniya.co.jp/f/dsg-02-9780198480839
Hook a duck,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480846,https://www.kinokuniya.co.jp/f/dsg-02-9780198480846
Chip’s robot,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480853,https://www.kinokuniya.co.jp/f/dsg-02-9780198480853
One wheel,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480860,https://www.kinokuniya.co.jp/f/dsg-02-9780198480860
The ice cream,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480907,https://www.kinokuniya.co.jp/f/dsg-02-9780198480907
Good dog,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480921,https://www.kinokuniya.co.jp/f/dsg-02-9780198480921
What a din！,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480938,https://www.kinokuniya.co.jp/f/dsg-02-9780198480938
See me skip,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480945,https://www.kinokuniya.co.jp/f/dsg-02-9780198480945
The mud pie,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480952,https://www.kinokuniya.co.jp/f/dsg-02-9780198480952
What dogs like,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480723,https://www.kinokuniya.co.jp/f/dsg-02-9780198480723
Presents for dad,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480761,https://www.kinokuniya.co.jp/f/dsg-02-9780198480761
Top dog,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480778,https://www.kinokuniya.co.jp/f/dsg-02-9780198480778
Look after me,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480754,https://www.kinokuniya.co.jp/f/dsg-02-9780198480754
Go on， mum！,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480747,https://www.kinokuniya.co.jp/f/dsg-02-9780198480747
Go away， cat,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 1,9780198480730,https://www.kinokuniya.co.jp/f/dsg-02-9780198480730
"Group Guided Reading Notes ー Biff, Chip and Kipper stories","Gill,Howell",Oxford University Press,Y837-ﾊ Stage 2,9780198481508,https://www.kinokuniya.co.jp/f/dsg-02-9780198481508
Kipper’s laces,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481492,https://www.kinokuniya.co.jp/f/dsg-02-9780198481492
The wobbly tooth,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481454,https://www.kinokuniya.co.jp/f/dsg-02-9780198481454
The foggy day,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481447,https://www.kinokuniya.co.jp/f/dsg-02-9780198481447
Biff’s aeroplane,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481461,https://www.kinokuniya.co.jp/f/dsg-02-9780198481461
Floppy the hero,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481485,https://www.kinokuniya.co.jp/f/dsg-02-9780198481485
The chase,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481478,https://www.kinokuniya.co.jp/f/dsg-02-9780198481478
"Group Guided Reading Notes ー Biff, Chip and Kipper stories","Gill,Howell",Oxford University Press,Y837-ﾊ Stage 2,9780198481324,https://www.kinokuniya.co.jp/f/dsg-02-9780198481324
The big egg,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481287,https://www.kinokuniya.co.jp/f/dsg-02-9780198481287
Poor Floppy,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481270,https://www.kinokuniya.co.jp/f/dsg-02-9780198481270
Put it back,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481263,https://www.kinokuniya.co.jp/f/dsg-02-9780198481263
In a bit,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481317,https://www.kinokuniya.co.jp/f/dsg-02-9780198481317
A present for mum,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481294,https://www.kinokuniya.co.jp/f/dsg-02-9780198481294
The hole in the sand,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481300,https://www.kinokuniya.co.jp/f/dsg-02-9780198481300
The toys’ party,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481225,https://www.kinokuniya.co.jp/f/dsg-02-9780198481225
New trainers,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481171,https://www.kinokuniya.co.jp/f/dsg-02-9780198481171
A new dog,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481218,https://www.kinokuniya.co.jp/f/dsg-02-9780198481218
What a bad dog！,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481188,https://www.kinokuniya.co.jp/f/dsg-02-9780198481188
The go‐kart,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481201,https://www.kinokuniya.co.jp/f/dsg-02-9780198481201
The dream,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481195,https://www.kinokuniya.co.jp/f/dsg-02-9780198481195
"Group Guided Reading Notes ー Biff, Chip and Kipper stories","Gill,Howell",Oxford University Press,Y837-ﾊ Stage 2,9780198481416,https://www.kinokuniya.co.jp/f/dsg-02-9780198481416
Floppy’s bath,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481379,https://www.kinokuniya.co.jp/f/dsg-02-9780198481379
The baby‐sitter,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481362,https://www.kinokuniya.co.jp/f/dsg-02-9780198481362
The water fight,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481355,https://www.kinokuniya.co.jp/f/dsg-02-9780198481355
Kipper’s balloon,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481386,https://www.kinokuniya.co.jp/f/dsg-02-9780198481386
Spots！,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481409,https://www.kinokuniya.co.jp/f/dsg-02-9780198481409
Kipper’s birthday,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 2,9780198481393,https://www.kinokuniya.co.jp/f/dsg-02-9780198481393
"Group Guided Reading Notes ー Biff, Chip and Kipper stories","Lucy,Tritton",Oxford University Press,Y837-ﾊ Stage 3,9780198481775,https://www.kinokuniya.co.jp/f/dsg-02-9780198481775
On the sand,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198481768,https://www.kinokuniya.co.jp/f/dsg-02-9780198481768
The egg hunt,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198481737,https://www.kinokuniya.co.jp/f/dsg-02-9780198481737
Nobody wanted to play,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198481744,https://www.kinokuniya.co.jp/f/dsg-02-9780198481744
A cat in the tree,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198481720,https://www.kinokuniya.co.jp/f/dsg-02-9780198481720
The rope swing,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198481751,https://www.kinokuniya.co.jp/f/dsg-02-9780198481751
By the stream,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198481713,https://www.kinokuniya.co.jp/f/dsg-02-9780198481713
Kipper the clown,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198481904,https://www.kinokuniya.co.jp/f/dsg-02-9780198481904
Strawberry jam,RoderickHunt、［illustratedbyAlexBrychta］,Oxford University Press,Y837-ﾊ Stage 3,9780198481898,https://www.kinokuniya.co.jp/f/dsg-02-9780198481898
The jumble sale,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198481911,https://www.kinokuniya.co.jp/f/dsg-02-9780198481911
At the seaside,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198481935,https://www.kinokuniya.co.jp/f/dsg-02-9780198481935
Kipper’s idea,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198481928,https://www.kinokuniya.co.jp/f/dsg-02-9780198481928
The snowman,RoderickHunt、［illustratedbyAlexBrychta］,Oxford University Press,Y837-ﾊ Stage 3,9780198481942,https://www.kinokuniya.co.jp/f/dsg-02-9780198481942
The barbecue,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198481997,https://www.kinokuniya.co.jp/f/dsg-02-9780198481997
The carnival,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198482024,https://www.kinokuniya.co.jp/f/dsg-02-9780198482024
At the pool,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198481980,https://www.kinokuniya.co.jp/f/dsg-02-9780198481980
Bull’s‐eye！,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198482017,https://www.kinokuniya.co.jp/f/dsg-02-9780198482017
Book week,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198482000,https://www.kinokuniya.co.jp/f/dsg-02-9780198482000
The cold day,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198482031,https://www.kinokuniya.co.jp/f/dsg-02-9780198482031
The duck race,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198481805,https://www.kinokuniya.co.jp/f/dsg-02-9780198481805
Sniff,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198481812,https://www.kinokuniya.co.jp/f/dsg-02-9780198481812
Pond dipping,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198481829,https://www.kinokuniya.co.jp/f/dsg-02-9780198481829
The ice rink,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198481836,https://www.kinokuniya.co.jp/f/dsg-02-9780198481836
The mud bath,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198481843,https://www.kinokuniya.co.jp/f/dsg-02-9780198481843
The steel band,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 3,9780198481850,https://www.kinokuniya.co.jp/f/dsg-02-9780198481850
House for sale,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 4,9780198482086,https://www.kinokuniya.co.jp/f/dsg-02-9780198482086
The new house,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 4,9780198482093,https://www.kinokuniya.co.jp/f/dsg-02-9780198482093
Come in！,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 4,9780198482109,https://www.kinokuniya.co.jp/f/dsg-02-9780198482109
The secret room,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 4,9780198482116,https://www.kinokuniya.co.jp/f/dsg-02-9780198482116
The play,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 4,9780198482123,https://www.kinokuniya.co.jp/f/dsg-02-9780198482123
"Group Guided Reading Notes  ー Biff, Chip and Kipper stories","Gill,Howell",Oxford University Press,Y837-ﾊ Stage 4,9780198482222,https://www.kinokuniya.co.jp/f/dsg-02-9780198482222
Nobody got wet,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 4,9780198482185,https://www.kinokuniya.co.jp/f/dsg-02-9780198482185
The weather vane,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 4,9780198482215,https://www.kinokuniya.co.jp/f/dsg-02-9780198482215
The wedding,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 4,9780198482208,https://www.kinokuniya.co.jp/f/dsg-02-9780198482208
The balloon,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 4,9780198482161,https://www.kinokuniya.co.jp/f/dsg-02-9780198482161
"Group Guided Reading Notes ー Biff, Chip and Kipper stories","Gill,Howell",Oxford University Press,Y837-ﾊ Stage 4,9780198482314,https://www.kinokuniya.co.jp/f/dsg-02-9780198482314
Wet paint,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 4,9780198482291,https://www.kinokuniya.co.jp/f/dsg-02-9780198482291
Swap！,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 4,9780198482253,https://www.kinokuniya.co.jp/f/dsg-02-9780198482253
The flying elephant,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 4,9780198482277,https://www.kinokuniya.co.jp/f/dsg-02-9780198482277
The scarf,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 4,9780198482307,https://www.kinokuniya.co.jp/f/dsg-02-9780198482307
The dragon dance,writtenbyRoderickHunt、illustratedbyAlexBrychta,Oxford University Press,Y837-ﾊ Stage 4,9780198482260,https://www.kinokuniya.co.jp/f/dsg-02-9780198482260
